Frame,Cadera_X,Cadera_Y,Rodilla_X,Rodilla_Y,Tobillo_X,Tobillo_Y
6,0.23466619849205017,0.31649452447891235,0.28267616033554077,0.36254456639289856,0.2824784219264984,0.4851246178150177
7,0.24351152777671814,0.32340767979621887,0.2905771732330322,0.3622340261936188,0.28283506631851196,0.4821590781211853
8,0.24299441277980804,0.330839067697525,0.288264662027359,0.36191031336784363,0.2828330397605896,0.4773405194282532
9,0.24254107475280762,0.3400709331035614,0.2882543206214905,0.36181214451789856,0.28304925560951233,0.4746764302253723
10,0.23660250008106232,0.34897616505622864,0.2914554178714752,0.3638931214809418,0.2811795473098755,0.47558650374412537
11,0.2339152991771698,0.3457089066505432,0.2904232442378998,0.3560341000556946,0.2778562009334564,0.4660835862159729
12,0.23443320393562317,0.35258129239082336,0.29275184869766235,0.3504096269607544,0.27162662148475647,0.4620110094547272
13,0.236534982919693,0.36512768268585205,0.29790249466896057,0.3520887792110443,0.2619498372077942,0.4623449742794037
14,0.23699943721294403,0.38466402888298035,0.2960600256919861,0.34709128737449646,0.2548147141933441,0.43322086334228516
15,0.23829753696918488,0.4074964225292206,0.2993181645870209,0.41857683658599854,0.2620096802711487,0.5344693064689636
16,0.23952363431453705,0.4285808503627777,0.29545682668685913,0.5247055888175964,0.27710971236228943,0.7293558120727539
17,0.24513112008571625,0.435641884803772,0.2970101833343506,0.5450775623321533,0.2822185456752777,0.7434170246124268
18,0.25495535135269165,0.4502071142196655,0.2961784303188324,0.5959599018096924,0.28432774543762207,0.7474653720855713
19,0.2673386037349701,0.45936620235443115,0.2959006428718567,0.5944194197654724,0.28499868512153625,0.7498101592063904
20,0.2772204279899597,0.47368162870407104,0.2966526448726654,0.6136928796768188,0.28556114435195923,0.7520691156387329
21,0.28045764565467834,0.4755188226699829,0.2999698519706726,0.6165313720703125,0.2869132161140442,0.7490562200546265
22,0.28176987171173096,0.46989908814430237,0.30148935317993164,0.6106212139129639,0.28767943382263184,0.7460045218467712
23,0.28219982981681824,0.4808184802532196,0.30126625299453735,0.6114247441291809,0.2871837913990021,0.7463473081588745
24,0.2798430621623993,0.47990378737449646,0.3024328649044037,0.6085987687110901,0.28683462738990784,0.746649444103241
25,0.2780195474624634,0.48471948504447937,0.30267131328582764,0.6101124882698059,0.2876361012458801,0.7462135553359985
