Frame,Velocidad Cadera,Velocidad Rodilla,Velocidad Tobillo
53,0.2091943145341394,0.16969830407777423,0.17201640399099205
54,0.18568942301975216,0.1836530166528317,0.2716104608007497
55,0.18713317852304862,0.190350103600905,0.39334592919560935
56,0.21372887381446906,0.1885890340185728,0.5187511566894842
57,0.25926930932079495,0.17873677980525204,0.6230597898420612
58,0.31448201293005185,0.16279562510177797,0.6816324193741871
59,0.3714837517297331,0.14442286260170184,0.677714234762734
60,0.42726742238604704,0.12900463552171387,0.6086662932469085
61,0.4842087219098431,0.1236342457998531,0.4888088582573654
62,0.5469440318264421,0.1366895797828651,0.3481036980707201
63,0.6171404397695126,0.17677445968844752,0.2263806677930603
64,0.6893130603402428,0.25093953930440427,0.16368749617117803
65,0.7506141643154781,0.3623026637329837,0.1889935975775288
66,0.785208879273211,0.5075352508630819,0.31090024112601305
67,0.7809228912994234,0.675029831202587,0.514082209934001
68,0.7344959683837292,0.8446900778166803,0.7634765588942352
69,0.6529862297446246,0.9902625479415951,1.015209051129544
70,0.5515072518397909,1.0850133007660585,1.2303325988457434
71,0.4493849414577879,1.1106837148690318,1.3861107899518372
72,0.3667024184759961,1.067164354888587,1.4802139707094455
73,0.32161811543561064,0.9772255865291539,1.525678982360033
74,0.327566622000241,0.8806785378246481,1.5388227813539976
75,0.38976592820596967,0.8180297895389339,1.526970039513284
76,0.5019601802080577,0.8114901502375399,1.4840019230220696
77,0.645447050408393,0.8541372221984926,1.396993911171897
78,0.7919653985792886,0.9134780504080036,1.2594823936846096
79,0.9101884870180892,0.9473277764020679,1.0820773668860881
80,0.9737927497821341,0.9233909966468345,0.8927828433923624
81,0.9684516364322493,0.8327790737837037,0.7262186001548161
82,0.8954567737891582,0.6919637922455527,0.6081039207144859
83,0.770568752398418,0.5340378769272913,0.5440321244552724
84,0.6183893759539045,0.3946900920531831,0.5185109783156382
85,0.4646328981766768,0.299325475741417,0.5041230424592239
86,0.3295232567037569,0.25589889563018364,0.4752397742017385
87,0.2244038038985955,0.2549225602473171,0.41881175084784367
88,0.1517492912737644,0.2753905524313735,0.33734084770018546
89,0.10752896141852748,0.29377524532637794,0.2443352370295078
90,0.08450005154432677,0.29263066307901736,0.1564336587665782
91,0.07515496006590101,0.26565910794901537,0.086638120452108
92,0.0735035226896721,0.21768545448947263,0.04090439742816824
93,0.07554061113609514,0.16040795701437635,0.018129349819741736
94,0.07887033320966957,0.10657349571833345,0.01239886907959614
95,0.08217161885512109,0.06528865288909763,0.016035874013596567
96,0.08489967537822252,0.03992716924139228,0.022207752207352546
97,0.08717063477816159,0.028635586651679115,0.026413741681483804
98,0.08959696319404094,0.026477259286237537,0.02679059891662018
99,0.09297481655568204,0.027956594036882092,0.02358367060818797
100,0.09790203594454219,0.028927327884370132,0.018251644561153017
101,0.10446374841486358,0.02743203480002802,0.012585300214488568
102,0.11212641736213867,0.023520026839785144,0.008046441268197348
