Frame,Aceleración Cadera,Aceleración Rodilla,Aceleración Tobillo
1,-0.003993343991811222,0.0021442710158270212,0.0010047828791467474
2,0.3619352076027883,0.1662976698248727,0.10140326860262405
3,0.6520653740929043,0.2740684516893657,0.1719163215792414
4,0.8155130382946316,0.2937928872027392,0.19224494293879613
5,0.8391123751388361,0.22934619202060494,0.15823779927963505
6,0.7442586786463073,0.11525321767309764,0.08182063223658391
7,0.5718672999333545,-0.0004958756390451582,-0.014062659383088386
8,0.3641252438182832,-0.07656417484835075,-0.10266211751981397
9,0.1512464830931758,-0.0925475138169179,-0.16020824535454464
10,-0.052404461110142214,-0.052962603406692337,-0.17092300235511868
11,-0.24323693075893446,0.018483281364630504,-0.13000307531278554
12,-0.4186007434929533,0.09033628713757859,-0.04471611452197494
13,-0.5679987131724463,0.13556713513695265,0.06645922707636885
14,-0.6702318531319593,0.140505977671801,0.1770018393265868
15,-0.6984024074075265,0.10850795056824238,0.25800259838589074
16,-0.6309233994407475,0.058143106658489714,0.2856776457656018
17,-0.4636908669943551,0.016948850396398877,0.24899094408045497
18,-0.21769244746846503,0.01250103404957241,0.15482778889182267
19,0.062015028555964434,0.06301314477884423,0.028272364761780976
20,0.3165308199292159,0.16995484208754957,-0.09319521378957524
21,0.48930974295866964,0.31507459680151156,-0.17067440646869922
22,0.5426428521090749,0.4633769709011063,-0.17693923350695995
23,0.4685982515143394,0.5719493384286727,-0.1073070676233294
24,0.29075277568790897,0.6024610938825588,0.015878304898486392
25,0.05646531570657234,0.5334936209408041,0.147578814861556
26,-0.17730845912853477,0.3684448140388797,0.232887440522112
27,-0.35978458103691446,0.13598026766337604,0.22514219927697254
28,-0.45882164006744236,-0.11745038347046602,0.10403335892461645
29,-0.4667932503593656,-0.3406128581124283,-0.11222464427689277
30,-0.39893805380926967,-0.49154433492811717,-0.3654983796980187
31,-0.2855575981589448,-0.547946539578611,-0.5693093358337149
32,-0.16099499235044282,-0.510852573301325,-0.6318813049740456
33,-0.05286173683442484,-0.401284466276476,-0.48528702478004887
34,0.02548436553208469,-0.2521605943247606,-0.11233977885450645
35,0.07740421189713509,-0.09884511538517633,0.4380437798010086
36,0.12010307769379563,0.02882955223604138,1.0542635158099054
37,0.17755138090738698,0.11176418581432422,1.5864300585527908
38,0.2713031623798743,0.14403729936994994,1.8869059444171845
39,0.4116796029863657,0.13296603656558578,1.8554707684603982
40,0.5915911415171585,0.09670408125070527,1.4740464668619448
41,0.7846849329215582,0.058924925657351204,0.8176983113370689
42,0.948685839533398,0.04071249860869695,0.035951663858942814
43,1.0338249961810106,0.0513986384618205,-0.6909633015936378
44,0.9951369223484409,0.08186678058138847,-1.2066528295239978
45,0.8062295899122316,0.10441124678526958,-1.4250082289168868
46,0.4711409259243503,0.08162882530115814,-1.3523319491998662
47,0.030510580743735416,-0.01681637693973433,-1.0778100720031127
48,-0.44105447689068705,-0.19496889200660517,-0.7364978858145076
49,-0.8476789411805072,-0.417136872709143,-0.4585601467473382
50,-1.093438545822661,-0.6081452640280226,-0.3227885084318388
51,-1.107559727488558,-0.6712346782180386,-0.3303647739331422
52,-0.866886422242545,-0.5209681432720098,-0.407686090294501
53,-0.40848102311804757,-0.12159878004837897,-0.4374128244145382
54,0.17296927278378055,0.48313968002863167,-0.3076272608720564
55,0.7444765934711862,1.162741042763928,0.03743375461264789
56,1.1675153477392126,1.7235614278984455,0.5634339313280743
57,1.3364884543830429,1.962032327857365,1.1434696398224211
58,1.212527298549124,1.7348541247059235,1.592823188046131
59,0.8423751082809122,1.024642402691117,1.7341918701970611
60,0.3551213309692687,-0.02347493146886645,1.474008493142813
61,-0.06518076785667974,-1.1136032735749588,0.8622400038642487
62,-0.22664505518321254,-1.865268267795754,0.10856039059055045
63,0.013975162939563683,-1.9220207591787777,-0.46085936050118603
64,0.7002293227467523,-1.072906729971615,-0.5014206827493989
65,1.7463315065099354,0.6530810140517854,0.2243524205892066
66,2.9418068828919313,2.9570898510127903,1.7374009090443425
67,3.9951614266712028,5.325622001586027,3.7936552092182327
68,4.609252647736697,7.163550096697988,5.923964030589964
69,4.5684123422223974,7.967766201678425,7.558431177725699
70,3.8093524179652403,7.484480483245844,8.197316982038338
71,2.4493580083468114,5.793409381345194,7.569154634117853
76,0.7579301900453205,3.2852088143982057,5.718412860539407
77,-0.9216137339240293,0.5373356310879316,2.9908572754457268
78,-2.274139472735755,-1.8673824618915242,-0.07578407270459707
79,-3.1015362230329906,-3.513000985976805,-2.91259321320726
80,-3.366470162273787,-4.252229945120765,-5.072228690814631
81,-3.177608899563886,-4.20683595103455,-6.323436914267491
82,-2.7268265255289967,-3.6774612940480895,-6.665283056564798
83,-2.2074355511956316,-3.0076950193503262,-6.2719240387368
84,-1.7475251663572415,-2.459448372593674,-5.401715355365587
85,-1.3826026749251188,-2.1441036361416432,-4.309755304953931
86,-1.0724962920917573,-2.02504370666072,-3.19191620744138
87,-0.7482527723250192,-1.976575774004021,-2.169014369911702
88,-0.36401929849104425,-1.8649597623288399,-1.3019126644669694
89,0.06962587274985348,-1.6151990369606224,-0.6191176671878
90,0.4829465658303454,-1.2400426119249324,-0.13961293023870905
91,0.7719724556211419,-0.8271682711894445,0.11796999998517282
92,0.8368559856016116,-0.4975074637158666,0.13898481781940838
93,0.6164556183681752,-0.35586089901024165,-0.07770088421010034
94,0.10714710637675333,-0.4530948407815264,-0.5115456561858114
95,-0.6368847135410445,-0.770598472692688,-1.1171183830613916
96,-1.5169573955684537,-1.227722837857465,-1.8254180697536055
