Frame,Velocidad Cadera,Velocidad Rodilla,Velocidad Tobillo
1,0.00016039679126815694,-0.0003750803119304598,-0.0005104542088145679
2,0.03895476587268987,0.03141528748105342,0.013034451821403566
3,0.07456072251925765,0.05661350312166447,0.024262918655875616
4,0.10484841440949,0.07094831744528472,0.03160005474969602
5,0.1289265279453639,0.07405910273523014,0.03479572230920452
6,0.14678556538156193,0.0691034483809641,0.03465944816633295
7,0.15884750491212152,0.06097083142589592,0.03237687014555547
8,0.1658271396225685,0.05411918998817871,0.028889009629932755
9,0.16870881650162017,0.051082822843305474,0.02470368428785874
10,0.16837780352055304,0.05217951417085721,0.02016994916940386
11,0.1649040762817124,0.05622516283907171,0.015923663417221307
12,0.15713823266398322,0.061598163256281396,0.013114748312089369
13,0.14331493045872215,0.06702507103407161,0.013192097985259875
14,0.12259025487691545,0.07181953592125637,0.017308347329388858
15,0.09655770118463819,0.07567201537094438,0.025627119698395526
16,0.06962257089948613,0.07832170275288179,0.03688245328602037
17,0.04781466172308484,0.07951354643540251,0.0484716887253026
18,0.03658809989427708,0.07943046625616901,0.05718354785305977
19,0.038685932649004155,0.07930522592083895,0.0603802604092567
20,0.053020387610562825,0.08155453588979515,0.057157345440732636
21,0.07500182062564482,0.0889898945541887,0.048900647288926104
22,0.09814732595554858,0.10336960622604628,0.03889417109389465
23,0.11628164858068181,0.1241499719461578,0.031102520488208083
24,0.12539200036183917,0.14822090296190166,0.02865620968003314
25,0.1244136859295051,0.17073556865941206,0.03266676925510348
26,0.1148490277358448,0.1865374535704069,0.04179460054336469
27,0.09972844095831204,0.1917037126586662,0.05265853614934621
28,0.0825548131354189,0.18497325289816507,0.06088245699827965
29,0.06653614929720716,0.16856911798456023,0.0624200936986958
30,0.054053074492897146,0.14756873233126494,0.05480884291037719
31,0.04627939237638246,0.12765814717607865,0.03811700402065485
32,0.043063858162444776,0.11255270986659613,0.015458394124111716
33,0.04323447686348914,0.10288146735349009,-0.007031763181809371
34,0.045280470168276694,0.09716874227701261,-0.02094568183919889
35,0.04812217223023014,0.09385662534773231,-0.017314865835476933
36,0.05162715738039894,0.09266215212266356,0.01068077341254694
37,0.05667595150069938,0.09436094074953569,0.06453019496753783
38,0.06480138410431496,0.099455339274828,0.13795275817767244
39,0.07760576754390576,0.10696207776849614,0.21679144632878652
40,0.09621093504046306,0.1143224900622217,0.28235673552710533
41,0.1208960236391539,0.11859235009653049,0.31776360589036984
42,0.15090113454590667,0.11819851980641106,0.31467255692650964
43,0.18427499720714074,0.11408487995409608,0.2767922442047272
44,0.21774898501209272,0.1093341911810234,0.21797360527971923
45,0.24683656583797983,0.1073365020236093,0.15599813393841216
46,0.2664255789815654,0.10960264255325677,0.1055978899345764
47,0.271935819787529,0.11455766430925454,0.07405654729700714
48,0.26078516316535216,0.11799790745680475,0.06063391398554541
49,0.23366321653862787,0.11498901003591766,0.05894655407914022
50,0.1951014448739624,0.1023967349479488,0.06052474552717721
51,0.15302171397200906,0.08106003584873311,0.05803715446734004
52,0.11721976962828116,0.05668950717157273,0.04747109527513103
53,0.09703940906969095,0.03889683940374746,0.029203245545980513
54,0.09877769681604427,0.03837887492634195,0.008077933887351783
55,0.1235752645218633,0.0630233359141973,-0.007527492257565918
56,0.1666212379036476,0.11424131187565964,-0.007766283583890817
57,0.21825976700720973,0.1849214848543752,0.015557348533495864
58,0.2668841601205626,0.2599955448416089,0.06537235370376038
59,0.30262452282346813,0.3198496361602854,0.13640693689369884
60,0.3203905564501454,0.34596208546726825,0.21451886556773453
61,0.3212185962769596,0.32740269317822623,0.27966187174271745
62,0.31188522046010064,0.2664023043094089,0.31276862887569407
63,0.30362739650653037,0.18124063388465367,0.30495957706342514
64,0.3107287179256661,0.10500028052719991,0.26553194175159633
65,0.3486549774316267,0.07913295612283457,0.22435619517990726
66,0.43051581851418524,0.14185426512026142,0.22555273745338011
67,0.5613467724157927,0.31368192296104863,0.3125469207252416
68,0.7320735166890545,0.5851499453546135,0.5088407453503921
69,0.9171002263713547,0.9129590242194499,0.8025106122911019
70,1.0790114434533649,1.2290244677763569,1.1432715328592713
71,1.1804905082404213,1.4619326643473525,1.4569030023916179
76,1.1989839199094052,1.5635902028675572,1.6729446948318647
77,1.1366401224750025,1.52847578987137,1.7520213785435375
78,1.0193354725673456,1.3939853503580495,1.6972701727289456
79,0.8846697864713569,1.220557558076601,1.5447464961859936
80,0.7656534919698756,1.0631787421146426,1.3421056726182736
81,0.6788563870708554,0.950379618044164,1.1297101386691977
82,0.6220499915354033,0.8799857053654434,0.9318066656825965
83,0.580666386925003,0.8298925092196524,0.7571691968962421
84,0.5384761833590641,0.7749469749073312,0.605081511177336
85,0.48695908312027214,0.7004417768376083,0.472521510888358
86,0.4293373605317344,0.6070859781512811,0.35932292603983595
87,0.3780948530574536,0.5077639069808999,0.26945160973586363
88,0.3478808581793877,0.4197514812052511,0.20845564874606268
89,0.3476514700076364,0.35659935319420216,0.17897596812235847
90,0.3757683051540698,0.3227572185883989,0.1770159065411878
91,0.4199805468958542,0.31246635577572457,0.19116226328465158
92,0.4620143169779032,0.3128824549942136,0.20546512915650192
93,0.48466650795672145,0.30981930842429817,0.20485367518991943
94,0.47828955394167555,0.29344318124005875,0.18064499410905643
95,0.4439813323656221,0.2614840507072664,0.13364634787581142
96,0.3925966921502306,0.2189998427948888,0.07354969083477282
