Frame,Cadera_X,Cadera_Y,Rodilla_X,Rodilla_Y,Tobillo_X,Tobillo_Y
50,0.09759987890720367,0.6153354644775391,0.14353574812412262,0.7086381316184998,0.09728027880191803,0.8286369442939758
51,0.09561455249786377,0.6185643076896667,0.1432972401380539,0.7092113494873047,0.09745756536722183,0.826351523399353
52,0.09458950161933899,0.6131497621536255,0.14376671612262726,0.7084397077560425,0.10198017209768295,0.8235973119735718
53,0.08941730111837387,0.6082346439361572,0.14370429515838623,0.7023522853851318,0.10348204523324966,0.8181941509246826
54,0.08762964606285095,0.6108877658843994,0.14734520018100739,0.7029310464859009,0.10386500507593155,0.8188223242759705
55,0.08322729915380478,0.6270849704742432,0.15115362405776978,0.7038044929504395,0.0982384905219078,0.810879647731781
56,0.08110762387514114,0.6246463656425476,0.15493132174015045,0.7049683332443237,0.0933024063706398,0.809480607509613
57,0.07832537591457367,0.631054162979126,0.15319839119911194,0.7145670652389526,0.07982446998357773,0.8085097074508667
58,0.0815088301897049,0.63596111536026,0.16692128777503967,0.705077052116394,0.08665702491998672,0.7955031394958496
59,0.0841713696718216,0.6349025964736938,0.16836072504520416,0.7081986665725708,0.09108658879995346,0.7971850633621216
60,0.0855221152305603,0.6350468993186951,0.16803571581840515,0.7193649411201477,0.09111884236335754,0.8036049604415894
61,0.09982119500637054,0.6317033767700195,0.1784459352493286,0.7238544225692749,0.10464382916688919,0.8252608180046082
62,0.09972186386585236,0.630077600479126,0.17706161737442017,0.7333796620368958,0.10337401926517487,0.8467148542404175
63,0.10334024578332901,0.6270758509635925,0.18019026517868042,0.7391721606254578,0.10271009057760239,0.8440563082695007
64,0.1222153976559639,0.625906229019165,0.18048186600208282,0.7399960160255432,0.10400956124067307,0.8410175442695618
65,0.12835586071014404,0.6250507235527039,0.18054719269275665,0.7410545349121094,0.10424790531396866,0.8397968411445618
66,0.16419337689876556,0.6120092868804932,0.19368688762187958,0.73080974817276,0.12163064628839493,0.808416485786438
67,0.1904965043067932,0.5978878140449524,0.20427867770195007,0.7304254770278931,0.13493694365024567,0.8100290894508362
68,0.2163352370262146,0.5848491191864014,0.20489056408405304,0.7338340282440186,0.13160835206508636,0.8070667386054993
69,0.22024022042751312,0.5919844508171082,0.20747441053390503,0.7398326396942139,0.12632933259010315,0.8082762360572815
70,0.26220226287841797,0.579258918762207,0.20986057817935944,0.7205759286880493,0.13040028512477875,0.796191394329071
71,0.3219446539878845,0.5703640580177307,0.24149394035339355,0.6756699085235596,0.16607415676116943,0.7658386826515198
72,0.4170776903629303,0.5465062260627747,0.32456281781196594,0.6357115507125854,0.20294183492660522,0.6537153124809265
73,0.42823055386543274,0.5353240966796875,0.33124294877052307,0.6329754590988159,0.20952829718589783,0.6517243981361389
74,0.46130701899528503,0.5338935852050781,0.3891916871070862,0.633175253868103,0.27590683102607727,0.6029388904571533
75,0.5000110268592834,0.5295544266700745,0.45411384105682373,0.6421859264373779,0.3483070731163025,0.5927322506904602
76,0.5264754295349121,0.5185036659240723,0.5211651921272278,0.6529971957206726,0.423976868391037,0.6061288118362427
77,0.5515309572219849,0.5159170031547546,0.589705228805542,0.6292323470115662,0.5016090869903564,0.6358914971351624
78,0.5508816242218018,0.5108481049537659,0.5886011123657227,0.622428834438324,0.5003290176391602,0.6415406465530396
79,0.578636109828949,0.5143754482269287,0.6395680904388428,0.6139034032821655,0.5771657824516296,0.6971205472946167
80,0.6103647947311401,0.5200897455215454,0.6877381801605225,0.6126694083213806,0.6792206168174744,0.7431650161743164
81,0.6545858383178711,0.5230545997619629,0.7371652722358704,0.6196002960205078,0.7797783613204956,0.7474455237388611
82,0.688681960105896,0.5600747466087341,0.7820708751678467,0.6298354864120483,0.8268376588821411,0.7631403207778931
83,0.6888595223426819,0.5615136027336121,0.7813348770141602,0.6440102458000183,0.8270683884620667,0.7707377076148987
84,0.7328538298606873,0.6027050018310547,0.8357580304145813,0.6556431651115417,0.869015097618103,0.80355304479599
85,0.7556645274162292,0.6418960094451904,0.8579834699630737,0.663431704044342,0.8741013407707214,0.7923488020896912
86,0.7859914898872375,0.6667739152908325,0.8795618414878845,0.6752244234085083,0.8830432295799255,0.7949956655502319
87,0.8043646812438965,0.6769139766693115,0.8952757716178894,0.6853567957878113,0.8859802484512329,0.7993460297584534
88,0.7993059754371643,0.667281985282898,0.8925945162773132,0.6794396638870239,0.8835968375205994,0.7987097501754761
