Frame,Cadera_X,Cadera_Y,Rodilla_X,Rodilla_Y,Tobillo_X,Tobillo_Y
1,0.2290903776884079,0.5024433135986328,0.2482483685016632,0.5949581861495972,0.2463715523481369,0.7083674669265747
2,0.23063808679580688,0.5059861540794373,0.24979858100414276,0.5966289043426514,0.24738809466362,0.7083254456520081
3,0.2313241809606552,0.5103352069854736,0.25153371691703796,0.6002382040023804,0.2494688779115677,0.7089411020278931
4,0.23134052753448486,0.51374751329422,0.25262540578842163,0.6036303639411926,0.25042423605918884,0.7095420956611633
5,0.23091766238212585,0.5128519535064697,0.25423717498779297,0.6045376658439636,0.25134024024009705,0.7095358371734619
6,0.23307564854621887,0.5150859355926514,0.25585809350013733,0.6040046215057373,0.25184717774391174,0.7094083428382874
7,0.23150277137756348,0.5234234929084778,0.25579747557640076,0.6034374237060547,0.25165024399757385,0.7093555927276611
8,0.22813066840171814,0.529186487197876,0.25588473677635193,0.6028890013694763,0.25141969323158264,0.7084900140762329
9,0.22360654175281525,0.5353655219078064,0.2570485770702362,0.6017962098121643,0.2501281797885895,0.7083035111427307
10,0.22227948904037476,0.5371676087379456,0.2603852450847626,0.5988054275512695,0.2489672601222992,0.7077975869178772
11,0.22279909253120422,0.5394347906112671,0.2592754662036896,0.5985105633735657,0.2479589283466339,0.7077395915985107
12,0.21832792460918427,0.5438047051429749,0.25887542963027954,0.596811056137085,0.24785909056663513,0.7078523635864258
13,0.2138959765434265,0.5470606088638306,0.2584874927997589,0.5937913656234741,0.24761734902858734,0.7080386877059937
14,0.20767085254192352,0.5512581467628479,0.2583417296409607,0.5906102061271667,0.24763202667236328,0.7074172496795654
15,0.2043367177248001,0.5531333684921265,0.2581622898578644,0.59012770652771,0.24744808673858643,0.7068710327148438
16,0.20491091907024384,0.5533565282821655,0.25802627205848694,0.5915454030036926,0.24790652096271515,0.7071534395217896
17,0.2046629637479782,0.5542040467262268,0.2602632939815521,0.5916975140571594,0.24875478446483612,0.7069347500801086
18,0.20570553839206696,0.5543054342269897,0.26156213879585266,0.5969654321670532,0.2512495815753937,0.7074869871139526
19,0.20590969920158386,0.5549390912055969,0.2662016451358795,0.5959902405738831,0.2539267838001251,0.7064992189407349
20,0.20603971183300018,0.5549104809761047,0.26718807220458984,0.5955343842506409,0.2565948963165283,0.7046514749526978
21,0.20620578527450562,0.5587547421455383,0.26677268743515015,0.598199188709259,0.2577296793460846,0.7047520279884338
22,0.2064080536365509,0.561687707901001,0.26707369089126587,0.5970062017440796,0.25683510303497314,0.7047556042671204
23,0.20652396976947784,0.5691461563110352,0.2665539085865021,0.5973072052001953,0.25643664598464966,0.7049210667610168
24,0.20496205985546112,0.5722787976264954,0.26188451051712036,0.6107980608940125,0.25617679953575134,0.7054554224014282
25,0.20469829440116882,0.5745833516120911,0.261810839176178,0.6082810163497925,0.25592270493507385,0.7066344022750854
26,0.20363003015518188,0.5777349472045898,0.2601093351840973,0.6073558926582336,0.2555389106273651,0.7064077258110046
27,0.2030467987060547,0.5806237459182739,0.25984299182891846,0.6083811521530151,0.25517648458480835,0.7027191519737244
28,0.20247575640678406,0.5852415561676025,0.25832614302635193,0.632116436958313,0.25574633479118347,0.7029411792755127
29,0.2026863396167755,0.5875640511512756,0.25837674736976624,0.6327208876609802,0.25852489471435547,0.7014845013618469
