Frame,Aceleración Cadera,Aceleración Rodilla,Aceleración Tobillo
6,-0.00041445261254323754,-0.03624299805656214,-0.07029730560519648
7,0.7487802806233925,0.04187087916142865,0.5903162750732682
8,1.3873819043002018,0.5599868486151218,1.8943231574049142
9,1.8382630419382031,1.7648061450620929,4.135875964693008
10,2.0729504489517967,3.597878871936021,7.087718040879827
11,2.1038323030722395,5.686235045492201,10.02870513347411
12,1.9628777045449772,7.44773353050466,11.980589728171594
13,1.6820024287638495,8.276760780170777,12.063963610797098
14,1.2853135066351373,7.748976541851217,9.840238030969845
15,0.7938569173386211,5.776165438217501,5.512319732339913
16,0.23589895758321439,2.65717953961851,-0.09220794128926983
17,-0.346148302371991,-0.9947087791566855,-5.752570177658766
18,-0.8975601408340158,-4.424881698543923,-10.2197108783189
19,-1.3613842415335906,-6.952230868555443,-12.585727844445179
20,-1.6915205535129094,-8.153268147381144,-12.530962496619598
21,-1.8622557955752705,-7.9564167668696655,-10.371895011803023
22,-1.870094270404939,-6.622289410702315,-6.908961867059788
23,-1.7281447808275407,-4.6273279856571605,-3.1434840803572124
24,-1.457329537691678,-2.4998331575286454,0.029588460467718306
25,-1.0801952408065385,-0.6680249703116123,2.0517849524404297
26,-0.6213371272282094,0.6322619273972443,2.79290291078316
27,-0.11423155273194734,1.3700532428633816,2.498145106738169
28,0.3902866026566295,1.6624594056031106,1.6319514260394188
29,0.8211547548043575,1.68190963224173,0.6855417602151842
30,1.0959157759052327,1.5683876390180709,0.0148038260425369
31,1.1426136985395912,1.3797959258377017,-0.24576748739440848
32,0.9295974733431066,1.094830298115149,-0.17819968997367602
33,0.492558691892535,0.660775316678823,-0.00018206364810747708
34,-0.053827483755201994,0.061180199014552794,0.05586495686307268
35,-0.5293808882281383,-0.6290313556036168,-0.14058600806969312
36,-0.7294040279842277,-1.2287988198461426,-0.5459882833471896
37,-0.485814315215829,-1.4892430062943531,-0.9403029797307851
38,0.26813164161543257,-1.177158394027636,-0.9978621797053803
39,1.4514386740469614,-0.17625794143097476,-0.41114869971134355
40,2.8280131955751493,1.4326421047154982,0.9726837970792395
41,4.049996350771585,3.3493194752077002,3.051854517075908
42,4.747697676140686,5.1097934555282185,5.449228430456869
43,4.643848207761835,6.212465962965733,7.590238653887238
44,3.6559955539408033,6.278198516357875,8.86450080478018
46,1.9482532726595723,5.188893186341175,8.82218343066837
47,-0.0938511234424624,3.1501994862049347,7.336684966659965
49,-1.9662249097968012,0.6475141637080433,4.6706630698789855
50,-3.197901327872726,-1.6967601265107295,1.4140584792348028
51,-3.5011153167815707,-3.317853675373305,-1.6902238671205783
52,-2.8659777619055613,-3.8861541466913865,-3.9737952231698555
53,-1.5639024601044709,-3.4035609076562796,-5.043000012813013
54,-0.056869051997193346,-2.18533452785685,-4.881975095940069
55,1.1555798139953906,-0.7377613359361815,-3.8264165336217832
56,1.69713686713334,0.41977979929558323,-2.42460048179692
57,1.4274182604823449,0.9222222101198307,-1.2416841482809209
58,0.47027105183793,0.6584917531307719,-0.6788102102527078
59,-0.8464722063560208,-0.22395486697463915,-0.8663848548550842
60,-2.112464589100428,-1.4001031406752784,-1.6586839634242057
61,-2.971153644851725,-2.4949874774887184,-2.718914531297315
62,-3.2238956572416875,-3.207836017745209,-3.6544614346951456
63,-2.870985318131016,-3.391339437565965,-4.150552381363322
64,-2.083914972913207,-3.067116358902324,-4.058555311694219
65,-1.1273095488601195,-2.384224931687674,-3.417049194910884
66,-0.26357049730115445,-1.5464473791803302,-2.40995618932766
67,0.32563978002025407,-0.7400682643099386,-1.286495770332802
68,0.57791755774628,-0.08688142087767378,-0.27611542694408725
69,0.542949489638153,0.3678321088712312,0.4730931257002913
70,0.34069784667129654,0.63825322117493,0.9176154420838903
71,0.1060018126513946,0.7676503527977183,1.1044525338098214
72,-0.05866563660797439,0.8015173538761422,1.1329426825612958
73,-0.10789608844763102,0.7746399564099551,1.1104390819239072
74,-0.052279973833694426,0.7129132116243146,1.11738562340748
75,0.06162790562758915,0.6429853892121072,1.1903188532399787
76,0.17825070663783557,0.6002223695778786,1.3233212171608053
77,0.25526173842278543,0.6283766478352351,1.482433691242896
78,0.2743556909123409,0.7702676031273666,1.6249715305819925
79,0.23986555911496865,1.054126679774392,1.716452232004414
80,0.16943912529848618,1.4822880218435697,1.740722852907004
81,0.08296320822630453,2.0271540866092654,1.702273389932001
82,-0.005078161837502688,2.635660300845791,1.622327061933027
