Frame,Cadera_X,Cadera_Y,Rodilla_X,Rodilla_Y,Tobillo_X,Tobillo_Y
1,0.1920592486858368,0.5677859783172607,0.20497216284275055,0.7156578898429871,0.19940920174121857,0.8574042916297913
2,0.19207453727722168,0.5676591396331787,0.20510709285736084,0.7156537175178528,0.1999392807483673,0.8575979471206665
3,0.19209913909435272,0.5675420761108398,0.20515652000904083,0.715752899646759,0.20023144781589508,0.8577178716659546
4,0.1921081691980362,0.5670777559280396,0.20530517399311066,0.7157363295555115,0.20038771629333496,0.8578931093215942
5,0.1921454519033432,0.5664194822311401,0.20635278522968292,0.7147327065467834,0.20062310993671417,0.8570746779441833
6,0.19223792850971222,0.5650662183761597,0.2077145278453827,0.7126615643501282,0.20062333345413208,0.8559895157814026
7,0.192382350564003,0.5638850927352905,0.20902198553085327,0.710175096988678,0.20063167810440063,0.8544789552688599
8,0.19261102378368378,0.5634517073631287,0.2094711810350418,0.7099398970603943,0.20063148438930511,0.8542360067367554
9,0.19341599941253662,0.5635798573493958,0.20960792899131775,0.7100836038589478,0.20060224831104279,0.854186475276947
10,0.19452303647994995,0.5639752149581909,0.20955754816532135,0.7106068730354309,0.20061859488487244,0.854503870010376
11,0.19583259522914886,0.564418613910675,0.20958565175533295,0.7111504673957825,0.20062533020973206,0.8547354936599731
12,0.19667600095272064,0.5645151138305664,0.20973294973373413,0.7119119167327881,0.2006235122680664,0.8547608256340027
13,0.19763164222240448,0.5645368695259094,0.20996905863285065,0.7127638459205627,0.20066918432712555,0.8547821640968323
14,0.19826048612594604,0.5648487210273743,0.21009767055511475,0.714219868183136,0.20076867938041687,0.8548004031181335
15,0.19880254566669464,0.5654575824737549,0.2101709395647049,0.7159848809242249,0.20082791149616241,0.8548762202262878
16,0.19887015223503113,0.5658894181251526,0.210208922624588,0.7170642018318176,0.20093467831611633,0.8549948930740356
17,0.1991284191608429,0.5663682818412781,0.21026170253753662,0.7173242568969727,0.20109222829341888,0.8550109267234802
18,0.19903120398521423,0.5665718913078308,0.21025750041007996,0.7173404693603516,0.20113766193389893,0.855018675327301
19,0.1989811360836029,0.5666522979736328,0.2102440595626831,0.7173148393630981,0.20130077004432678,0.8550271391868591
20,0.19895713031291962,0.5666555762290955,0.21016187965869904,0.7172996401786804,0.20146077871322632,0.855059802532196
21,0.19878004491329193,0.5666094422340393,0.2101537436246872,0.7170981764793396,0.2017146795988083,0.855065643787384
22,0.19847069680690765,0.5664765238761902,0.21011440455913544,0.7169348001480103,0.20183251798152924,0.8552656173706055
23,0.1982821673154831,0.5663600564002991,0.21008086204528809,0.7169264554977417,0.20189014077186584,0.8557966947555542
24,0.19813045859336853,0.5668341517448425,0.21007496118545532,0.7169638872146606,0.2021973580121994,0.855911910533905
25,0.19810070097446442,0.5674189925193787,0.21006907522678375,0.7172621488571167,0.20221424102783203,0.8560797572135925
26,0.1979089379310608,0.5678470134735107,0.21007493138313293,0.7172642350196838,0.20230166614055634,0.8562508225440979
27,0.19790033996105194,0.5687458515167236,0.2100827693939209,0.7177527546882629,0.20236510038375854,0.856576144695282
28,0.19787710905075073,0.5694796442985535,0.2100796103477478,0.7181317210197449,0.20236237347126007,0.857754111289978
29,0.19804497063159943,0.5699760913848877,0.21009975671768188,0.7190391421318054,0.20236776769161224,0.8592060208320618
30,0.19805672764778137,0.570543646812439,0.209756001830101,0.7212621569633484,0.20219838619232178,0.8615102767944336
31,0.1978689581155777,0.5711949467658997,0.20965489745140076,0.7216401696205139,0.20183396339416504,0.8626394867897034
32,0.19636033475399017,0.570043683052063,0.20950934290885925,0.7194939255714417,0.20183399319648743,0.8625342845916748
33,0.19381698966026306,0.5688920617103577,0.20952054858207703,0.7142248153686523,0.20247717201709747,0.8624428510665894
34,0.19071337580680847,0.563685417175293,0.21011680364608765,0.7056133151054382,0.20276476442813873,0.8621260523796082
