Frame,Velocidad Cadera,Velocidad Rodilla,Velocidad Tobillo
1,0.0005902182238334934,-0.00014140083588705437,-0.00020934144411599196
2,0.037760268343144644,0.04097577276591952,0.034526617076371655
3,0.06819710522359484,0.07315074429971606,0.06386931555543833
4,0.08813839131030198,0.09110917565929685,0.08431764666386579
5,0.09774878614205963,0.0947710456519413,0.09506556488838944
6,0.10014032449565062,0.08797895756727318,0.09739360296810443
7,0.09917635627100008,0.07587379475276165,0.09338034158572132
8,0.09746070687719305,0.06267478971921585,0.08487657196442908
9,0.09550736076927674,0.050754486108278415,0.07323172277957354
10,0.09220787637881055,0.04086684660576584,0.05959878559328025
11,0.08595973895592812,0.0329017895167969,0.045303742203036165
12,0.0756537843274008,0.02660303017128175,0.03192100818046886
13,0.061133012660466,0.021957297290316535,0.021052973564850523
14,0.04326348397379914,0.019208947494861718,0.013995251923665077
15,0.02394855566420861,0.018631796350922908,0.011424763499994701
16,0.006217314952717368,0.020279717798019445,0.013165911350785849
17,-0.005794042922640982,0.023898542898643422,0.01810016857373454
18,-0.007299733110926314,0.029032733824312106,0.0243307565898048
19,0.006000576383816314,0.035201694810542666,0.029669178780928503
20,0.03617734424544659,0.041971709756400785,0.032339463475352374
21,0.08124311319805973,0.04885366569814434,0.03161347062877707
22,0.1342091448055288,0.055131701322317345,0.028060404388339306
23,0.18406076469937982,0.059819803206015404,0.023262767077204115
24,0.21895602791137195,0.061856664854965465,0.019108740485590605
25,0.23050411567186463,0.06044723807974074,0.01697096164231835
26,0.21686578844887316,0.055327487290113525,0.01713776389119121
27,0.18291822740222918,0.046803943470939566,0.018751072069727946
28,0.13766395236839865,0.03563507738194278,0.02027100559248277
29,0.09069475959720308,0.02295694499132777,0.020249471414389764
30,0.04958486042538654,0.010375724853884001,0.01807379458665192
31,0.019011612385597843,0.00013748137809618685,0.014375616116105954
32,0.0012811159362715113,-0.004874489497507836,0.01094808232564077
33,-0.002630325861348456,-0.0015527348117819742,0.010205776588787933
34,0.007641928079333452,0.012559320286180274,0.01438490365295912
35,0.03185813075947839,0.038157711429006494,0.024756544434775637
36,0.06860831947315355,0.07329837326145722,0.04109902582962478
37,0.11467167043444067,0.11325647014918565,0.061578889196302534
38,0.1649248782149049,0.15141459794521211,0.08307010951087078
39,0.21327457961174662,0.1810910839671872,0.10184606158440392
40,0.2545523444348031,0.19780424584555495,0.11452016249066764
41,0.2864570391699529,0.2010323175496434,0.11902493383621922
42,0.31013397665592884,0.194344445248523,0.11529571010032397
43,0.32868564156014884,0.18344607814321665,0.10533728502705192
44,0.34451274300321366,0.17311574495535342,0.09260855748462857
45,0.3573510524277486,0.16495061981170786,0.08095649187170106
46,0.3642638515037077,0.15726663103340954,0.07345525870822096
47,0.36142791040202665,0.14694967891959032,0.07154158473632771
48,0.34657711810561187,0.1319043778689854,0.07483087093894976
49,0.32082296370839847,0.11272711804392245,0.08176368861937254
50,0.288912822497392,0.0929782004637915,0.09078053433956859
51,0.2576110885908333,0.07818688437911035,0.10142157123207099
52,0.23282686234524572,0.07414341171970593,0.1148276686742641
53,0.21699759333627208,0.08514359113970427,0.1334279481134932
54,0.2082880175204752,0.1126775023382989,0.15992788110882433
55,0.2021096827488712,0.15472968879696855,0.1959907042399093
56,0.1940227267435018,0.20572012454382868,0.2411315008531511
57,0.18231393571921037,0.257209663234976,0.29217784525409807
58,0.1689620776146624,0.299427015107604,0.343309226120598
59,0.158862997292286,0.323308118041373,0.38657772001370905
60,0.15816291832671084,0.3225325420174329,0.4131386893794033
61,0.17275480878192373,0.2952741752835281,0.41565134207801946
62,0.20751768657844943,0.24559998931570068,0.3916309347780078
63,0.266267294184133,0.18425512225681429,0.346308869512637
64,0.35210945123784604,0.1283367478150625,0.2934102339786429
65,0.46779514303812614,0.09951154799824953,0.25365338487296574
66,0.6153427863876002,0.12068558744198092,0.25179078075695244
67,0.7938614162624139,0.21103617789179724,0.31217007611479086
68,0.9951728511167831,0.3796356393130877,0.4518815314401465
69,1.199105266060516,0.6193752981128915,0.6723699022043977
70,1.3728828461969727,0.9047113875688183,0.9540871976425506
71,1.4785970490384752,1.1963311209966285,1.259764375904934
72,1.4876034902711677,1.4519663143985202,1.5472241917214427
73,1.3944366721726584,1.6381771125308993,1.7854301911982164
74,1.2218531486994462,1.7376688027652276,1.9644746980355332
75,1.0143881176024478,1.7508732504565285,2.0943114095053867
76,0.824573370332733,1.6938818090874448,2.1937428083296613
77,0.6980510932736765,1.5939578348226686,2.2751946182483245
78,0.6619996498208247,1.482065943839542,2.332268443689137
79,0.7192798651927389,1.3833203595971764,2.3374158914983383
80,0.8493288479935642,1.3092929842010503,2.253837442044801
81,1.0148075093905995,1.2560242410032347,2.0570107522152044
82,1.1708344548129612,1.2078474357769866,1.752854942178375
83,1.2734981286292189,1.1439820707995796,1.3804487657833564
84,1.2867029556197787,1.0450307337398235,0.9977878486990487
85,1.1885013868556626,0.8982545041896042,0.6594806196756062
86,0.9771202997677121,0.7011642171080312,0.39752321576471067
87,0.6741974301792129,0.4626512801664191,0.21198029565786097
88,0.3220733615025631,0.20106833931966991,0.07328851326305018
